Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
18/01/2013;2.2;7.3;.6;29.2;21.12;15.8;82.75;1.166.667
19/01/2013;2.5;9;0;30;21.64;16.4;79;1.366.667
20/01/2013;2.8;6.5;5;27.6;21.04;16.2;78.25;1.533.333
21/01/2013;2.7;12;.3;28.4;19.96;13;68.5;3.1
22/01/2013;3.8;7.5;0;27.8;20.6;14.4;73.5;2.533.333
23/01/2013;2.5;8.7;13.2;28;20.36;15;80;.833333
24/01/2013;3;8;1.2;29;22.04;17.6;82.75;.5
25/01/2013;2.9;4.2;.9;28;22.76;19.8;84.25;2.4
26/01/2013;1.8;2.3;34;27.8;22.08;18.8;85.75;.5
27/01/2013;1.8;3.1;6.8;28;22.04;19.4;81;1.566.667
28/01/2013;2.4;1.9;.1;27.8;21.52;17.6;81.25;.666667
29/01/2013;2.3;2.3;0;28.4;21.64;18;86.25;.5
30/01/2013;2;3.5;27.6;28.4;22.04;19.4;89;1
31/01/2013;1.5;1.1;9.7;27.2;21.96;19.4;89.75;.833333
01/02/2013;1.4;4.7;6;29.8;22.44;19.4;84.25;.666667
02/02/2013;2.2;5.3;3;29.6;21.72;19.2;87;.5
03/02/2013;2.2;7.9;58.6;27.8;22;18.4;86;1
04/02/2013;1.8;.9;18;24;20.04;18.6;90;1.366.667
05/02/2013;1;.4;8.8;24;20.52;17.8;89;2.266.667
06/02/2013;1;6.6;.6;27.8;20.28;17.2;86;1
07/02/2013;2.1;0;51.9;21.6;18.96;16.4;94.75;1.933.333
08/02/2013;.4;4.5;8.7;29;20.96;16.8;83;1.366.667
09/02/2013;2.3;6.4;4.5;30;22.6;17.4;77.25;.833333
10/02/2013;2.4;6.5;2.6;29.4;22;17.4;79.75;.833333
11/02/2013;2.5;8.2;15;31.4;22.4;17.2;79.25;.666667
12/02/2013;2.9;8.9;0;31.4;23.2;17.6;71.5;.833333
13/02/2013;3.5;5.5;0;31;23.88;17.8;68.5;.666667
14/02/2013;3.3;6.9;0;31.4;22.92;17.6;77.75;1
15/02/2013;3.1;8.6;0;32.4;23.6;17.8;69.75;.5
16/02/2013;3.8;5.8;.6;31.6;23.76;18.6;73.75;1.033.333
17/02/2013;2.8;5.6;0;30.4;22.68;18.6;80;1.366.667
18/02/2013;2.4;5.8;0;31.8;23.2;17.6;79.75;.5
19/02/2013;2.9;6.1;0;31.6;22.08;17.6;82.25;.5
20/02/2013;2.6;8.5;14.2;31.2;20.76;15.8;75.25;.5
21/02/2013;3.7;11.1;1.2;31;21.1;13.6;71.25;1.033.333
22/02/2013;4.1;11.2;0;32.4;22.84;15;66.75;1.366.667
23/02/2013;4.4;6.9;0;31;22.2;17.8;78.75;.833333
24/02/2013;2.7;10.1;0;30.4;22;15.4;71;.666667
25/02/2013;4.1;8.7;0;30.8;23.44;18.6;74.75;1.2
26/02/2013;3.8;8.4;0;30.4;23.4;18;75.75;.833333
27/02/2013;3.4;3.6;8.8;27.6;22;17.8;81;1
28/02/2013;2;6.2;0;29.6;21.76;17;75;1.166.667
01/03/2013;2.7;0;.4;25.2;20.12;18;93.75;.866667
02/03/2013;.9;0;26.3;20.4;19;17.2;92.75;.333333
03/03/2013;.3;5.5;4.6;28.2;21.72;17;83.5;.866667
04/03/2013;2.1;9.2;0;30.6;23.04;17;75.75;.333333
05/03/2013;3.3;6.2;.2;30.2;22;17.6;86.25;.666667
06/03/2013;2.3;8.8;1.9;30.2;22.72;17;75.5;1.533.333
07/03/2013;2.9;5.2;.2;31.8;22.2;18.2;82.25;.666667
08/03/2013;2;6.2;57.2;29.8;22.2;17.8;86;.666667
09/03/2013;2;6.4;4.8;31.4;22.52;18.4;83.5;.5
10/03/2013;2.5;5.6;3;29.2;22.8;18.4;79.75;.5
11/03/2013;2.3;6.8;9;29.9;21.94;18;83.75;.5
12/03/2013;2.1;6.5;13.6;30.4;23.2;18.8;82.5;1.033.333
13/03/2013;2;3.7;0;28.6;21.96;19;94.75;.166667
14/03/2013;1.6;4.6;12.8;29.2;22.12;18.8;84;1.533.333
15/03/2013;2.1;8.6;6.8;29;22.8;17.6;74.25;.833333
16/03/2013;3.1;6.2;0;28.6;23.08;19;77.25;1
17/03/2013;2.9;4.7;0;28.4;22.08;17.6;86;.666667
18/03/2013;2;.8;5.4;24;20;18;77.5;2.2
19/03/2013;3;.4;0;24.2;18.84;16.4;82.25;.866667
20/03/2013;1.5;1.8;2.2;25;19.56;15;78.25;.866667
21/03/2013;2.5;0;3.4;21;19.52;17.8;94.75;.5
22/03/2013;.5;8.7;6;29.2;21.92;17.6;79.5;1.2
23/03/2013;2.5;7.8;0;30;21.84;17.4;80.25;1.2
24/03/2013;2.6;8.7;4;28.6;22.24;16.2;72.25;1.033.333
25/03/2013;3;4.9;6.8;27.4;21.46;18.6;86.5;1.166.667
26/03/2013;2.2;0;1.6;23.4;19.52;17.8;94;1
27/03/2013;.6;.2;3.8;22.2;19.28;17.8;91.75;1.366.667
28/03/2013;.8;10.4;7.1;27.4;19.92;14.2;72.75;3.066.667
29/03/2013;3.3;8.9;0;27.2;19.04;11.8;71.25;.5
30/03/2013;3.3;3.8;0;23.2;18.48;12.2;88;.166667
31/03/2013;1.8;1.5;0;25.4;20.08;17.6;88.5;.666667
01/04/2013;1.4;7.3;0;28.8;21.32;16.2;79;.666667
02/04/2013;2.6;5.6;0;27.6;19.68;16.4;85.5;.733333
03/04/2013;1.7;3.2;8;26.8;20.52;15.2;83.5;.4
04/04/2013;2.1;3.7;0;26.8;21.12;18.6;92.25;.633333
05/04/2013;1.4;.3;5.8;22.4;20.5;19.2;92;1.366.667
06/04/2013;1;9.3;14.8;28.4;22.72;18.8;78.75;1.266.667
07/04/2013;2.7;5.8;0;29;21.8;17.2;87;2.1
08/04/2013;2.1;3.9;9.7;27.2;20.32;17.4;92.25;1.533.333
09/04/2013;1.3;6.3;10.6;26.8;19.52;15.2;85.75;.933333
10/04/2013;1.3;.3;0;21.8;18.96;16.2;90.5;.266667
11/04/2013;1;3.1;0;24.8;19.6;17;91.75;1.033.333
12/04/2013;1.1;.9;7.6;24.2;20.28;17.2;94.25;.5
13/04/2013;.8;.5;0;23.8;20.92;19;88.5;1.566.667
14/04/2013;1.4;3.3;2.4;26.2;20;17.6;82.25;1.3
15/04/2013;2.2;8.6;7.2;25.6;18.84;16;81;1.366.667
16/04/2013;2.5;8.2;0;26.2;16.12;9.8;80.25;.866667
17/04/2013;3.5;10.7;0;26;17.36;10.4;68.5;1.5
18/04/2013;3.3;10.5;0;25.6;16.68;9.2;77.75;1.333.333
19/04/2013;2.9;8.8;0;26.2;16.96;10;80;.8
20/04/2013;3;8.6;0;25.8;17.92;12.4;77;1.2
21/04/2013;2.9;9.1;0;26;17.04;11.6;76.75;.933333
22/04/2013;2.5;7.9;0;24.4;15.8;8.6;77.5;1.166.667
23/04/2013;2.6;6.8;0;24;16.2;9;74.25;1.1
24/04/2013;2.9;10.1;0;25.2;17.04;10.6;70.5;.766667
25/04/2013;2.9;8.3;0;24;15.88;8.8;78.5;.766667
26/04/2013;2.2;9.6;0;24.6;15.28;8.6;81.25;.766667
27/04/2013;2.4;9.5;0;26;16.32;8.6;79.25;1.133.333
28/04/2013;2.5;7.7;0;25.4;15.92;9.4;83.25;.833333
29/04/2013;2.1;3.5;0;24.4;15.64;9.8;88;.333333
30/04/2013;1.3;9.6;0;28;17.36;8.8;78.5;.5
01/05/2013;2.7;8.7;0;28.2;18.24;10.6;77.5;.9
02/05/2013;2.8;7.7;0;28.2;18.36;11.2;81.25;.7
03/05/2013;2.3;8.9;0;27.4;17.36;11.4;81.5;.8
04/05/2013;2.5;9.1;0;28.2;17.04;9;71.5;.833333
05/05/2013;3.2;8.7;0;28;17.88;11.2;75.25;.733333
06/05/2013;3.1;6.9;2.6;24.6;16.64;12.6;82;1.8
07/05/2013;1.9;8.2;0;23.6;15.12;9.2;78;1.666.667
08/05/2013;2.7;9.5;0;23.8;13.88;5.6;72;.633333
09/05/2013;2.8;9.4;0;25.2;14.4;4.8;69.25;.333333
10/05/2013;2.8;9.3;0;25.4;15.08;5.8;73.5;.7
11/05/2013;2.7;8.8;0;24.2;13.68;6.4;82;.466667
12/05/2013;2.4;9.9;0;25;14.84;8.4;81;.466667
13/05/2013;2;7.5;0;25.6;14.8;6.8;81;.733333
14/05/2013;2;9.2;0;27.2;16.56;9;81.25;1.233.333
15/05/2013;2.3;9.3;0;27;17.6;11;78.5;.933333
16/05/2013;2.5;5.2;0;26.4;17.44;10.6;89;.55
17/05/2013;1.7;3.3;0;25.2;18.72;15;80.25;2.066.667
18/05/2013;2.2;3.6;0;24;17.36;11.4;82.5;.533333
19/05/2013;2.1;7.5;0;26.2;18.36;12.6;79.5;.933333
20/05/2013;2.6;6.2;0;26;18.8;15.2;86;1.033.333
21/05/2013;1.5;6.2;0;25.8;18.88;13.8;78.5;.833333
22/05/2013;2.7;3.7;0;25.8;18.48;13.6;81.75;.166667
23/05/2013;2.4;6.3;2.2;24;17.64;13.6;72.25;1.2
24/05/2013;2.7;.1;0;17.4;15.4;13.8;95;.433333
25/05/2013;.4;7.8;7.5;22.8;15.44;12;83.25;.533333
26/05/2013;1.8;7.9;0;22.4;13.6;8;83.25;1.233.333
27/05/2013;2.1;.9;0;18.8;14.76;10.4;92;.866667
28/05/2013;.6;2.2;13.8;21;15.36;12;94.25;.966667
29/05/2013;.2;0;13.4;17.4;15.2;13.4;96;1.033.333
30/05/2013;1;0;.9;19.4;15.84;14.2;94;1.2
31/05/2013;.7;6.7;.2;23.4;15.96;12.4;85.75;.933333
01/06/2013;1.2;6.7;0;24;15.76;10.6;89.75;.633333
02/06/2013;1.5;4.4;0;25.6;17.32;12;89.5;.566667
03/06/2013;1.2;.2;17.4;21;16.68;15;94.75;.233333
04/06/2013;.6;8.9;.9;23.6;17.2;13.2;76;1.166.667
05/06/2013;2.1;8;0;22.6;13.68;9;88.25;.8
06/06/2013;1.7;6.3;0;24;15.12;8.2;88;.7
07/06/2013;1.5;7.3;0;25.6;15.68;10.6;82.75;.866667
08/06/2013;2.1;8.9;0;25.6;15.2;7.4;79.75;.233333
09/06/2013;2.3;8.1;0;24.2;14;8.4;79.25;.533333
10/06/2013;2.3;8.8;0;24;14.16;6.8;83.5;.966667
11/06/2013;1.9;5.2;0;24.6;15.48;9;86.25;.933333
12/06/2013;1.3;6.4;.1;25;16.6;10.6;81.25;1
13/06/2013;2;7.4;7;25.6;17.52;12.8;81.25;1.333.333
14/06/2013;1.9;6.8;0;24;15.28;11.2;86.75;.333333
15/06/2013;1.7;5.5;0;24;15.76;8;85.25;.966667
16/06/2013;1.6;8.3;0;25;17.4;12.6;82;.8
17/06/2013;2.3;2.4;4.8;20.4;16.36;14;91.5;1.366.667
18/06/2013;.6;6.1;1.3;23.6;14.36;9.8;86.75;.433333
19/06/2013;1.6;7.1;0;null;13.64;null;82.75;.933333
20/06/2013;2.1;5.9;0;25;14.72;8;82;.666667
21/06/2013;2.2;4.9;0;23.8;16.56;9.4;78;1.133.333
22/06/2013;2.4;0;0;21.2;17.44;13.2;91.5;.7
23/06/2013;1;2.3;.3;23.6;17.48;15;88.5;1.033.333
24/06/2013;1.3;2.3;0;23.4;18.28;15;80.25;1.266.667
25/06/2013;1.9;.1;0;21.6;17.12;14;86.25;.333333
26/06/2013;1.3;7.1;0;25;18.4;14.8;83.75;.866667
27/06/2013;1.7;.7;0;23;17.92;14.6;90.5;.266667
28/06/2013;.9;5.9;12;25.4;17.96;15.2;89.5;.9
29/06/2013;1.3;6.5;0;25.4;17.44;12.4;85.5;.4
30/06/2013;1.6;1.1;0;24.2;18.28;13.2;85.25;.733333
01/07/2013;1.2;2.4;0;24;16.6;13.6;90.25;.566667
02/07/2013;1.4;8.4;9;24.6;17.6;12.8;73.25;2.133.333
03/07/2013;2.2;7.8;0;22.4;14.44;9;80.5;1.1
04/07/2013;2;8.4;0;24.2;16.4;11.8;73.5;1.233.333
05/07/2013;2.2;5.6;0;22.2;13.6;8.4;88.5;.933333
06/07/2013;1.1;8;0;24.6;12.52;6.2;78.5;.7
07/07/2013;2.2;9;0;25.2;12.92;4.2;76.25;1.033.333
08/07/2013;2.6;9.7;0;25.2;14.12;4.8;75.75;1.066.667
09/07/2013;2.7;6.3;0;24.4;16.52;10.8;76.5;.666667
10/07/2013;1.9;8.8;0;23.2;16.24;11.8;74.25;1.2
11/07/2013;2.4;6.4;0;21.8;12.44;7.6;82.25;.866667
12/07/2013;1.6;8.8;0;23.8;12.92;4.8;82.75;.6
13/07/2013;2.1;7.8;0;24.8;14.64;6.8;82.75;.866667
14/07/2013;2;7.1;0;24.6;17.04;10.8;79.25;1.433.333
15/07/2013;1.9;6.9;1.2;24;15.24;11.4;82.75;1.8
16/07/2013;2.4;8.3;0;25;14.48;8.2;76.75;.833333
17/07/2013;2.8;8.8;0;25.2;13.4;5.8;77.5;.933333
18/07/2013;3.1;8.8;0;25.8;14.44;5.6;76;.933333
19/07/2013;3.4;5.8;0;25.4;16.56;9.6;80.75;.666667
20/07/2013;2.4;7.1;7.9;25.4;18.8;14;79.25;.933333
21/07/2013;2.4;8.2;0;27.4;20.56;14.4;69;1.3
22/07/2013;3.3;8.9;0;28.6;19.24;12.6;71.25;1.1
23/07/2013;3.9;1.3;0;22.4;16.6;13;86.5;1.1
24/07/2013;1.8;0;0;16.6;11.68;10;96.25;1.6
25/07/2013;.2;0;52.2;14.4;11.64;10.2;92;1
26/07/2013;.7;9.8;1.6;19.6;10;-1;78.75;2.4
27/07/2013;2.3;9.6;0;22.2;12.4;4.6;74;.5
28/07/2013;2.6;9.1;0;24.4;11.56;3.2;77.5;1.133.333
29/07/2013;3;10;0;24.8;13.8;3.6;60.5;.433333
30/07/2013;3.4;9.7;0;25;12.68;3.8;75.75;.733333
31/07/2013;3.1;8.9;0;25.6;12.52;3;70.75;.6
01/08/2013;3.2;9.2;0;27;13.56;3.8;69.75;.666667
02/08/2013;3.7;9.7;0;27.2;14.48;5.2;68.5;.433333
03/08/2013;3.5;9.4;0;27.2;14.56;5.6;72;1.066.667
04/08/2013;3.5;9;0;26.8;14.88;6;67.5;1.133.333
05/08/2013;4.1;8.4;0;28.2;17;7.6;64.75;.7
06/08/2013;3.7;8.4;0;27.4;16.52;8.8;64.5;.7
07/08/2013;3.2;9.1;0;26.8;16.44;7.8;58.5;1.466.667
08/08/2013;5.2;9;0;25.4;14.88;6.2;75;.6
09/08/2013;2.8;8;0;25.8;15.72;9.2;75.25;.8
10/08/2013;2.7;9.2;0;27;16.36;7.2;71.25;.833333
11/08/2013;3.6;8.2;0;24.8;16.6;11.6;75.75;1.533.333
12/08/2013;2.7;5.8;0;25.4;15.76;8.6;76;1.133.333
13/08/2013;3;9.2;0;27.8;18.04;10.2;68.25;.7
14/08/2013;3.5;2.2;0;23.6;15.52;11.2;80.75;1.533.333
15/08/2013;2.5;6.4;0;20.4;11.28;1.4;63;2.633.333
16/08/2013;3.1;8.5;0;23.4;13.36;4.6;77;.833333
17/08/2013;2.4;7.2;0;25.4;16.08;8.6;73.25;1.833.333
18/08/2013;2.9;3.2;0;20.4;14.2;9.6;78.75;1.666.667
19/08/2013;1.9;8.5;0;23;14.96;10.2;81.5;.866667
20/08/2013;2;7.6;11.2;23.2;15.16;10.2;72.75;1.2
21/08/2013;2.8;9;0;25.2;16.32;6.8;66.5;1.333.333
22/08/2013;3.3;9.5;0;27.2;17.96;9.2;65.75;1
23/08/2013;3.8;9.5;0;28.4;18.88;11.6;64.75;1.033.333
24/08/2013;3.7;10;0;28.2;18.24;10.6;63.5;1.033.333
25/08/2013;4.2;10.4;0;27.8;17.12;9;66.5;.8
26/08/2013;4.1;9.7;0;29.4;19.8;8.8;55.5;1.4
27/08/2013;5.8;5.8;0;24.4;16.84;12.4;62;2.4
28/08/2013;3.6;10.8;0;23.2;13.28;4.8;58.25;1.9
29/08/2013;4;10.4;0;25.6;13.38;3.3;65.5;.933333
30/08/2013;3.7;10.2;0;26;14.52;4.4;65.5;.7
31/08/2013;4.1;9.7;0;27.2;15.16;5.2;62;.7
01/09/2013;4.5;8.2;0;27.4;15.84;7.8;62.25;.633333
02/09/2013;4.2;9.7;0;28.6;16.84;6.6;60;.833333
03/09/2013;4.6;5.8;0;28.2;16.92;8.8;77.25;1.533.333
04/09/2013;4.2;0;8.8;21.8;15.8;13.6;96;.333333
05/09/2013;.5;8;3.6;24.2;16.68;11.4;75.75;1.4
06/09/2013;2.6;9.5;0;25;17.28;11;69.25;.866667
07/09/2013;3.4;9.6;0;24.8;15.56;7.8;72;.966667
08/09/2013;3.5;9.4;0;26.8;17.28;8.2;65.75;.933333
09/09/2013;3.4;9.7;0;28.8;18.72;8.4;60.5;.7
10/09/2013;4.3;10.2;0;29.4;19.56;9;60.5;1.133.333
11/09/2013;4.3;10.1;0;27.2;19;10.8;58.25;1.933.333
12/09/2013;4.7;10.1;0;25.2;17.72;9.2;66.25;1.333.333
13/09/2013;3.4;9.8;0;27.6;17.92;7.6;58.5;1.166.667
14/09/2013;4.7;10.1;0;28.6;19.68;11.2;60.25;.933333
15/09/2013;5.4;9.7;0;30.2;19.52;10.8;56.5;1.033.333
16/09/2013;4.7;8.7;0;30.2;20.64;10.8;60.25;1.366.667
17/09/2013;5.9;1.8;3.8;26.8;19.44;16.4;91.5;1.366.667
18/09/2013;1.2;3.2;7.6;25.2;19.08;14.8;85.75;.1
19/09/2013;1.8;5;0;28.2;20.68;15.2;79.75;.833333
20/09/2013;2.6;9.2;0;30.6;22.36;14.6;64.25;1.6
21/09/2013;5.1;10.6;0;31.2;21.92;15.2;60;1.433.333
22/09/2013;5.1;8.8;0;32;22.12;14;68.5;2.033.333
23/09/2013;4.6;5.2;2.8;29.2;22.12;17.4;80.75;1.633.333
24/09/2013;2.7;1.8;.6;25.4;21.4;16.8;76.75;1.766.667
25/09/2013;3.8;11.3;7;23.6;16.08;12.4;61.25;1.966.667
26/09/2013;4.6;10.7;0;25.8;16.04;8;58.5;2.366.667
27/09/2013;4.6;10.4;0;28.2;17.72;8;54.75;1.033.333
28/09/2013;5;10.1;0;30.6;19.4;8.2;65;1.033.333
29/09/2013;4.5;0;21.8;23.2;17.6;14.4;93.5;.433333
30/09/2013;1;.2;2.2;23.8;19.24;15.4;74;1.066.667
01/10/2013;2.1;5.6;3.8;25.8;19.56;16;81;1
02/10/2013;2.1;0;23.6;21;17.48;14.4;91.75;1.2
03/10/2013;.8;3.2;6;27.8;20;15.8;80.5;.766667
04/10/2013;1.9;0;13.6;20.4;18.2;16.4;94;.666667
05/10/2013;.5;7.8;4.8;26.4;19.2;15.8;72.25;2.033.333
06/10/2013;4;11.2;0;26;17.8;11.8;62.5;2.733.333
07/10/2013;4.3;1.3;0;20.6;16.24;12.8;76;3
08/10/2013;2.6;1.7;0;20.8;15.28;10.6;80;1.4
09/10/2013;1.8;9.8;0;23.8;16.6;10.2;66;1.433.333
10/10/2013;4;10.3;0;24.8;17.4;11;61.25;1.533.333
11/10/2013;4.7;10.7;0;24.8;17.4;8.6;54;2.333.333
12/10/2013;5.1;6.7;0;25;18.16;8.6;54.25;2.533.333
13/10/2013;5.6;10.3;0;27.6;20.24;13;60;1.9
14/10/2013;4.2;6.6;0;30.2;21.5;12;57.75;.933333
15/10/2013;4.3;4.3;5;28.2;19.48;15.8;83.75;1.066.667
16/10/2013;1.9;0;6.6;22.8;18.36;15.6;92.75;1.033.333
17/10/2013;.7;0;11;20;18.08;17;96;.666667
18/10/2013;.4;1.8;48.8;23.4;17.92;14.6;88.5;1.733.333
19/10/2013;.6;8.1;35.8;26.8;18.64;13.6;82.25;.633333
20/10/2013;2.4;10.6;0;29.8;20.24;12;65.75;1.566.667
21/10/2013;4.2;10.4;0;31.4;22.12;12;61.5;1.466.667
22/10/2013;4.7;7.1;8.8;30;22.56;17.2;74;.8
23/10/2013;3;6;0;30.2;22.48;18;75;.933333
24/10/2013;3.2;10.3;0;31.4;23.16;15.6;63.25;1.6
25/10/2013;4.4;9.9;0;31.6;22.28;15.4;70.75;2.033.333
26/10/2013;4.4;11.1;0;31.6;22.36;16.4;68;1.566.667
27/10/2013;4.1;6;0;30;21.2;14.8;71;1.733.333
28/10/2013;4.5;9.9;.2;27.6;19.92;16;62.5;2.766.667
29/10/2013;4.3;9.5;0;27.8;19;14;74.5;1.033.333
30/10/2013;3.5;2.9;0;25.4;19.4;13.4;72.25;1.266.667
31/10/2013;3.4;3;1.8;25.4;19.6;15.8;77;1.933.333
01/11/2013;2.5;9.6;0;26.8;19.48;12;68.5;1.733.333
02/11/2013;3.6;9.7;0;28.4;20.12;13.8;59.75;1.2
03/11/2013;4.6;11.4;0;29.2;21.12;15.2;63.25;.766667
04/11/2013;4.1;6.4;0;28.6;21.92;14;62.25;2
05/11/2013;4;0;32.7;22.4;18.6;17;87.25;1.266.667
06/11/2013;.9;0;6.4;18.6;16.48;14.6;94.25;.766667
07/11/2013;.3;0;35.4;19.2;16.64;15;98.25;.5
08/11/2013;.3;7.9;15.2;27.8;20.24;14.6;73.75;.6
09/11/2013;2.7;9.6;0;29.4;21.12;15;71;.866667
10/11/2013;3.5;10.4;0;31.8;22.92;14.4;66.25;1.233.333
11/11/2013;4;11.5;0;32.8;23.96;15.4;67.25;1.133.333
12/11/2013;4.4;5.8;.6;29.8;22.92;18;76.75;1.033.333
13/11/2013;3.4;8.5;2;29;21.76;18.2;61.5;2.633.333
14/11/2013;4.5;11.6;0;29.2;20.8;14;57.25;1.366.667
15/11/2013;4.9;10.9;0;29;20.52;12;64.75;1.666.667
16/11/2013;4.7;8.5;.2;29.4;21.68;14.4;70.25;1.9
17/11/2013;3.3;.2;6;21.8;18.64;16.8;91.25;.566667
18/11/2013;.7;9.3;2.6;27.4;20.96;16.2;70;1.566.667
19/11/2013;3;7.8;0;30.4;21.96;15.8;72.25;.933333
20/11/2013;3;11.7;.6;30.6;22.68;15;62;1.5
21/11/2013;4.4;10.6;0;31.8;23.92;15;59.25;1.633.333
22/11/2013;4.7;1.2;0;27.2;20.76;16.6;92.25;1.733.333
23/11/2013;1.4;.2;32.6;23.4;18.56;16.6;96.75;.8
24/11/2013;.5;0;29.8;21.8;17.92;15.8;95.75;1.1
25/11/2013;.4;0;23.4;20.8;18.4;16;96.25;1.166.667
26/11/2013;.3;0;30.2;19.8;17.72;16.8;96.25;.7
27/11/2013;.4;5.8;11;26.4;20.72;16.2;83;1.533.333
28/11/2013;2;7.3;9.4;29.6;22.52;19;74.5;1.3
29/11/2013;3;11;0;31.6;23.52;18.2;69.5;1.333.333
30/11/2013;3.5;1.3;48.8;26.6;21.4;17.6;86;.533333
01/12/2013;1.4;3.1;1.4;28.6;22.36;19;84.75;1.766.667
02/12/2013;1.5;.7;4.1;24.2;21.24;19;91.75;.9
03/12/2013;1.3;11.1;4.6;30;23.16;19.6;67;2.8
04/12/2013;5.1;10.5;0;31.2;22.84;15;70;.666667
05/12/2013;3.9;8.3;0;32;23.32;16.8;74.5;2.966.667
06/12/2013;3.8;8.3;14.4;29.4;22.2;16.6;71;1.333.333
07/12/2013;3.5;6.9;0;28.4;23.08;17.6;72;1.466.667
08/12/2013;3.4;8.4;5.2;30.4;22.76;17.6;79.75;1.033.333
09/12/2013;2.9;11.3;14;31;23.72;18.2;71.5;1.2
10/12/2013;4;.6;0;28.4;22;19;89.25;.6
11/12/2013;1.2;0;19;24.6;20.92;18.4;88.25;1.966.667
12/12/2013;1.5;1.2;8.4;23.4;19.96;17.8;84.75;1.8
13/12/2013;1.5;10.3;3.8;27.6;20.48;14;77;1.133.333
14/12/2013;2.8;6.8;.8;29.8;22.52;16.6;69.75;1.433.333
15/12/2013;3.4;4.1;0;27.4;21.6;17.8;86.25;.8
16/12/2013;1.8;6.8;1;29.2;21.08;17;75.5;1.4
17/12/2013;2.9;8.9;.1;28.4;20.88;14.4;75.75;1.933.333
18/12/2013;2.5;9.1;3.2;31;21.2;13.6;71.25;1.8
19/12/2013;3.6;10.3;0;30.8;21.76;13.8;72;1.933.333
20/12/2013;3.6;8.1;0;30.2;22;15.8;76.5;1.566.667
21/12/2013;3;2;4.2;27.4;21.2;17.2;85;1.633.333
22/12/2013;1.9;4.4;.6;27.8;21.68;16.8;83.75;1.233.333
23/12/2013;1.5;5.6;4.1;28.8;21.92;18.2;84.75;1.2
24/12/2013;1.8;1.3;68.2;26.4;21.52;18.4;92;.633333
25/12/2013;1.2;2;6.6;25.4;22.4;20;89.75;.733333
26/12/2013;1;11;5.6;32.4;25.08;19.2;71.25;1.038.147
27/12/2013;4.3;12;0;32.6;23.76;16.8;65.5;1.033.333
28/12/2013;4.4;2.7;0;27.8;23.08;20;85.25;.3
29/12/2013;2.1;10.1;1.6;30.8;24.24;20.4;70.5;1.633.333
30/12/2013;3.8;2.9;12.6;28.4;22.12;19.8;88;1.1
31/12/2013;1.5;8.8;.8;30.8;23.84;19;75.25;1.966.667
01/01/2014;3.5;9.5;.9;31.4;24.36;19;72;2.433.333
02/01/2014;3.5;11.1;0;32.6;25.36;19.6;70.25;1.466.667
03/01/2014;4.2;11.5;0;34.4;25.8;19.6;91.25;.866667
04/01/2014;5.1;9.3;0;33.6;24.72;18.8;71;.933333
05/01/2014;3.7;8.7;0;31.8;23.24;18.8;70.75;1.066.667
06/01/2014;3.5;10.8;0;31.4;22.68;13.8;60;.733333
07/01/2014;5;10.2;0;30.2;23.16;15.2;59.25;1.233.333
08/01/2014;5.1;11.8;0;30.8;23.68;15;56.25;1.4
09/01/2014;5.4;9.2;0;31.2;23.08;15.8;61;1.6
10/01/2014;4.5;7.1;0;30;21.44;15.6;78.75;2.933.333
11/01/2014;2.6;9.6;0;31.6;22.96;15.2;71;1.133.333
12/01/2014;4.1;8;.2;30.4;24.96;19.4;67.5;.9
13/01/2014;3.5;11.6;0;32.6;25.08;17;61.75;1.833.333
14/01/2014;4.9;9.9;.1;33.6;23.44;17.6;69.75;.633333
15/01/2014;4.2;11.3;0;33.4;24.52;17;59.25;1.9
16/01/2014;4.8;6.4;.8;30.8;21.28;16.2;81.75;1.6
17/01/2014;2.7;4.9;11.4;29.2;20.4;17.2;84.5;.766667
18/01/2014;2.3;10.9;20;27.8;21.64;15.6;73.5;1.3
19/01/2014;2.8;9.6;6;30.4;22.96;16.4;67.25;1.233.333
20/01/2014;3.6;8.8;0;32.2;22.28;17.2;78.75;1
21/01/2014;3.4;11;28.6;30.4;23.52;17.2;70.5;.8
22/01/2014;4;6.4;4.6;30.6;22.72;18.6;73.75;1.3
23/01/2014;3;7.4;0;29.6;23.4;18;73.75;.7
24/01/2014;3.4;9.3;0;31.2;22.44;16.8;69.25;3.2
25/01/2014;3.5;10.4;.4;32.4;22.28;14.4;67.75;1.833.333
26/01/2014;4.3;11.1;0;32.4;22.32;15.4;79.75;.633333
27/01/2014;3.9;11.2;0;31.8;24.12;15.4;60.25;1.3
28/01/2014;5.1;11.1;0;31.6;23.6;15;53.25;1.4
29/01/2014;7.2;12.1;0;32;22.92;12.4;51;1.5
30/01/2014;5.3;11.5;0;33;23.52;13;52.25;.866667
31/01/2014;5.3;11.7;0;32.4;24.16;13.4;51.75;1.066.667
01/02/2014;5.2;10.1;0;33.2;24.92;14.6;57.75;.733333
02/02/2014;5.4;10.4;0;33.4;25.16;16.4;62;1.033.333
03/02/2014;5;11.7;0;33;25.48;16.6;51.5;1.933.333
